"STATION","NAME","DATE","DLY-DUTR-NORMAL","DLY-DUTR-STDDEV","DLY-TAVG-NORMAL","DLY-TAVG-STDDEV","DLY-TMAX-NORMAL","DLY-TMAX-STDDEV","DLY-TMIN-NORMAL","DLY-TMIN-STDDEV"
"USC00194744","MIDDLETON, MA US","05-28","-5.7","-13.6","16.7","-13.8","22.7","-12.7","10.7","-14.0"
"USC00194744","MIDDLETON, MA US","05-29","-5.8","-13.6","16.9","-13.8","22.9","-12.7","10.9","-14.0"
"USC00194744","MIDDLETON, MA US","05-30","-5.8","-13.6","17.1","-13.8","23.1","-12.7","11.1","-14.0"
"USC00194744","MIDDLETON, MA US","05-31","-5.8","-13.6","17.2","-13.8","23.2","-12.7","11.2","-14.0"
"USC00194744","MIDDLETON, MA US","06-01","-5.8","-13.7","17.4","-13.8","23.4","-12.7","11.4","-14.0"
"USC00194744","MIDDLETON, MA US","06-02","-5.8","-13.7","17.6","-13.8","23.6","-12.8","11.6","-14.0"
"USC00194744","MIDDLETON, MA US","06-03","-5.8","-13.7","17.8","-13.8","23.8","-12.8","11.8","-14.0"
"USC00194744","MIDDLETON, MA US","06-04","-5.8","-13.7","17.9","-13.8","23.9","-12.8","12.0","-14.0"
"USC00194744","MIDDLETON, MA US","06-05","-5.8","-13.7","18.1","-13.8","24.1","-12.8","12.2","-14.0"
"USC00194744","MIDDLETON, MA US","06-06","-5.8","-13.8","18.3","-13.9","24.3","-12.9","12.3","-14.0"
"USC00194744","MIDDLETON, MA US","06-07","-5.8","-13.8","18.5","-13.9","24.4","-12.9","12.5","-14.0"
"USC00194744","MIDDLETON, MA US","06-08","-5.8","-13.8","18.7","-13.9","24.6","-13.0","12.7","-14.0"
"USC00194744","MIDDLETON, MA US","06-09","-5.9","-13.8","18.8","-13.9","24.8","-13.1","12.9","-14.0"
"USC00194744","MIDDLETON, MA US","06-10","-5.9","-13.9","19.0","-14.0","24.9","-13.1","13.1","-14.0"
"USC00194744","MIDDLETON, MA US","06-11","-5.9","-13.9","19.2","-14.0","25.1","-13.2","13.2","-14.0"
"USC00194744","MIDDLETON, MA US","06-12","-5.9","-13.9","19.4","-14.1","25.3","-13.2","13.4","-14.0"
"USC00194744","MIDDLETON, MA US","06-13","-5.9","-13.9","19.6","-14.1","25.4","-13.3","13.6","-14.0"
"USC00194744","MIDDLETON, MA US","06-14","-5.9","-13.9","19.7","-14.1","25.6","-13.3","13.8","-14.0"
"USC00194744","MIDDLETON, MA US","06-15","-5.9","-14.0","19.9","-14.1","25.8","-13.3","13.9","-14.0"
"USC00194744","MIDDLETON, MA US","06-16","-5.9","-14.0","20.1","-14.1","25.9","-13.4","14.1","-14.0"
"USC00194744","MIDDLETON, MA US","06-17","-5.9","-14.0","20.2","-14.2","26.1","-13.4","14.3","-14.0"
"USC00194744","MIDDLETON, MA US","06-18","-5.9","-14.1","20.3","-14.2","26.3","-13.4","14.4","-14.0"
"USC00194744","MIDDLETON, MA US","06-19","-6.0","-14.1","20.5","-14.2","26.4","-13.5","14.6","-14.0"
"USC00194744","MIDDLETON, MA US","06-20","-6.0","-14.1","20.7","-14.2","26.6","-13.6","14.8","-14.0"
"USC00194744","MIDDLETON, MA US","06-21","-6.0","-14.1","20.8","-14.2","26.7","-13.6","14.9","-14.0"
"USC00194744","MIDDLETON, MA US","06-22","-6.0","-14.2","20.9","-14.2","26.8","-13.6","15.1","-14.0"
"USC00194744","MIDDLETON, MA US","06-23","-6.1","-14.2","21.1","-14.3","27.0","-13.7","15.2","-14.1"
"USC00194744","MIDDLETON, MA US","06-24","-6.1","-14.2","21.2","-14.3","27.1","-13.7","15.4","-14.1"
"USC00194744","MIDDLETON, MA US","06-25","-6.1","-14.3","21.4","-14.3","27.2","-13.8","15.5","-14.1"
"USC00194744","MIDDLETON, MA US","06-26","-6.1","-14.3","21.5","-14.3","27.3","-13.8","15.7","-14.1"
"USC00194744","MIDDLETON, MA US","06-27","-6.1","-14.3","21.6","-14.4","27.4","-13.9","15.8","-14.1"
"USC00194744","MIDDLETON, MA US","06-28","-6.1","-14.4","21.7","-14.4","27.6","-13.9","15.9","-14.1"
"USC00194744","MIDDLETON, MA US","06-29","-6.1","-14.4","21.8","-14.4","27.7","-13.9","16.0","-14.2"
"USC00194744","MIDDLETON, MA US","06-30","-6.1","-14.4","21.9","-14.5","27.8","-14.0","16.1","-14.2"
"USC00194744","MIDDLETON, MA US","07-01","-6.2","-14.4","22.1","-14.5","27.9","-14.1","16.2","-14.2"
"USC00194744","MIDDLETON, MA US","07-02","-6.2","-14.5","22.2","-14.6","27.9","-14.1","16.3","-14.2"
"USC00194744","MIDDLETON, MA US","07-03","-6.2","-14.6","22.2","-14.6","28.1","-14.2","16.4","-14.2"
"USC00194744","MIDDLETON, MA US","07-04","-6.2","-14.6","22.3","-14.6","28.1","-14.2","16.5","-14.2"
"USC00194744","MIDDLETON, MA US","07-05","-6.2","-14.6","22.4","-14.6","28.2","-14.2","16.6","-14.3"
"USC00194744","MIDDLETON, MA US","07-06","-6.2","-14.6","22.5","-14.7","28.3","-14.3","16.7","-14.3"
"USC00194744","MIDDLETON, MA US","07-07","-6.2","-14.6","22.6","-14.7","28.3","-14.3","16.8","-14.3"
"USC00194744","MIDDLETON, MA US","07-08","-6.2","-14.7","22.6","-14.7","28.4","-14.3","16.8","-14.3"
"USC00194744","MIDDLETON, MA US","07-09","-6.2","-14.7","22.7","-14.7","28.4","-14.3","16.9","-14.3"
"USC00194744","MIDDLETON, MA US","07-10","-6.3","-14.7","22.7","-14.7","28.4","-14.3","16.9","-14.3"
"USC00194744","MIDDLETON, MA US","07-11","-6.3","-14.7","22.8","-14.7","28.5","-14.3","17.0","-14.3"
"USC00194744","MIDDLETON, MA US","07-12","-6.3","-14.7","22.8","-14.7","28.6","-14.3","17.1","-14.3"
"USC00194744","MIDDLETON, MA US","07-13","-6.3","-14.7","22.8","-14.7","28.6","-14.4","17.1","-14.3"
"USC00194744","MIDDLETON, MA US","07-14","-6.3","-14.7","22.9","-14.7","28.6","-14.4","17.1","-14.4"
"USC00194744","MIDDLETON, MA US","07-15","-6.3","-14.7","22.9","-14.8","28.6","-14.4","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-16","-6.3","-14.7","22.9","-14.8","28.7","-14.4","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-17","-6.3","-14.7","22.9","-14.8","28.7","-14.4","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-18","-6.3","-14.7","22.9","-14.8","28.7","-14.4","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-19","-6.3","-14.7","22.9","-14.8","28.7","-14.4","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-20","-6.3","-14.7","22.9","-14.8","28.7","-14.5","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-21","-6.3","-14.7","22.9","-14.8","28.7","-14.5","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-22","-6.3","-14.7","22.9","-14.9","28.7","-14.5","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-23","-6.3","-14.7","22.9","-14.9","28.7","-14.5","17.2","-14.5"
"USC00194744","MIDDLETON, MA US","07-24","-6.3","-14.7","22.9","-14.9","28.7","-14.5","17.2","-14.5"
"USC00194744","MIDDLETON, MA US","07-25","-6.3","-14.7","22.9","-14.9","28.7","-14.6","17.2","-14.5"
"USC00194744","MIDDLETON, MA US","07-26","-6.3","-14.7","22.9","-14.9","28.7","-14.6","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-27","-6.3","-14.7","22.9","-14.9","28.7","-14.6","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-28","-6.3","-14.7","22.9","-14.9","28.7","-14.6","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-29","-6.3","-14.7","22.9","-14.9","28.6","-14.6","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-30","-6.3","-14.6","22.9","-14.9","28.6","-14.6","17.2","-14.4"
"USC00194744","MIDDLETON, MA US","07-31","-6.3","-14.6","22.8","-14.9","28.6","-14.6","17.1","-14.4"
"USC00194744","MIDDLETON, MA US","08-01","-6.3","-14.6","22.8","-14.8","28.6","-14.5","17.1","-14.4"
"USC00194744","MIDDLETON, MA US","08-02","-6.3","-14.6","22.8","-14.8","28.6","-14.5","17.1","-14.4"
"USC00194744","MIDDLETON, MA US","08-03","-6.3","-14.6","22.8","-14.8","28.5","-14.5","17.1","-14.4"
"USC00194744","MIDDLETON, MA US","08-04","-6.3","-14.6","22.7","-14.8","28.5","-14.5","17.0","-14.3"
"USC00194744","MIDDLETON, MA US","08-05","-6.3","-14.6","22.7","-14.8","28.4","-14.4","16.9","-14.3"
"USC00194744","MIDDLETON, MA US","08-06","-6.3","-14.5","22.7","-14.8","28.4","-14.4","16.9","-14.3"
"USC00194744","MIDDLETON, MA US","08-07","-6.3","-14.5","22.6","-14.8","28.4","-14.4","16.9","-14.3"
"USC00194744","MIDDLETON, MA US","08-08","-6.3","-14.5","22.6","-14.8","28.3","-14.4","16.8","-14.3"
"USC00194744","MIDDLETON, MA US","08-09","-6.3","-14.5","22.6","-14.7","28.3","-14.4","16.8","-14.3"
"USC00194744","MIDDLETON, MA US","08-10","-6.3","-14.5","22.5","-14.7","28.3","-14.4","16.8","-14.2"
"USC00194744","MIDDLETON, MA US","08-11","-6.2","-14.4","22.4","-14.7","28.2","-14.4","16.7","-14.2"
"USC00194744","MIDDLETON, MA US","08-12","-6.2","-14.4","22.4","-14.7","28.2","-14.4","16.7","-14.2"
"USC00194744","MIDDLETON, MA US","08-13","-6.2","-14.4","22.4","-14.7","28.2","-14.4","16.6","-14.2"
"USC00194744","MIDDLETON, MA US","08-14","-6.2","-14.4","22.3","-14.7","28.1","-14.4","16.6","-14.1"
"USC00194744","MIDDLETON, MA US","08-15","-6.2","-14.4","22.3","-14.7","28.1","-14.4","16.5","-14.1"
"USC00194744","MIDDLETON, MA US","08-16","-6.2","-14.4","22.2","-14.6","28.0","-14.3","16.4","-14.1"
"USC00194744","MIDDLETON, MA US","08-17","-6.2","-14.4","22.1","-14.6","27.9","-14.3","16.3","-14.1"
"USC00194744","MIDDLETON, MA US","08-18","-6.2","-14.3","22.1","-14.6","27.8","-14.3","16.3","-14.0"
"USC00194744","MIDDLETON, MA US","08-19","-6.2","-14.3","22.0","-14.6","27.8","-14.3","16.2","-14.0"
"USC00194744","MIDDLETON, MA US","08-20","-6.2","-14.3","21.9","-14.6","27.7","-14.3","16.1","-13.9"
"USC00194744","MIDDLETON, MA US","08-21","-6.2","-14.3","21.8","-14.5","27.6","-14.3","16.1","-13.9"
"USC00194744","MIDDLETON, MA US","08-22","-6.2","-14.3","21.7","-14.5","27.6","-14.3","15.9","-13.9"
"USC00194744","MIDDLETON, MA US","08-23","-6.2","-14.2","21.7","-14.5","27.4","-14.2","15.9","-13.8"
"USC00194744","MIDDLETON, MA US","08-24","-6.2","-14.2","21.6","-14.4","27.4","-14.2","15.8","-13.8"
"USC00194744","MIDDLETON, MA US","08-25","-6.2","-14.2","21.4","-14.4","27.3","-14.2","15.7","-13.8"
"USC00194744","MIDDLETON, MA US","08-26","-6.2","-14.2","21.4","-14.4","27.2","-14.2","15.6","-13.8"
"USC00194744","MIDDLETON, MA US","08-27","-6.2","-14.2","21.3","-14.4","27.1","-14.2","15.4","-13.7"
"USC00194744","MIDDLETON, MA US","08-28","-6.2","-14.1","21.2","-14.4","26.9","-14.2","15.3","-13.7"
"USC00194744","MIDDLETON, MA US","08-29","-6.2","-14.1","21.1","-14.3","26.8","-14.2","15.2","-13.7"
"USC00194744","MIDDLETON, MA US","08-30","-6.2","-14.1","20.9","-14.3","26.7","-14.2","15.1","-13.6"
"USC00194744","MIDDLETON, MA US","08-31","-6.2","-14.1","20.8","-14.3","26.6","-14.2","14.9","-13.6"
"USC00194744","MIDDLETON, MA US","09-01","-6.1","-14.1","20.7","-14.3","26.4","-14.1","14.8","-13.6"
"USC00194744","MIDDLETON, MA US","09-02","-6.1","-14.0","20.5","-14.3","26.3","-14.1","14.7","-13.6"
"USC00194744","MIDDLETON, MA US","09-03","-6.1","-14.0","20.4","-14.3","26.2","-14.1","14.6","-13.5"
"USC00194744","MIDDLETON, MA US","09-04","-6.1","-14.0","20.2","-14.3","26.1","-14.1","14.4","-13.5"
"USC00194744","MIDDLETON, MA US","09-05","-6.1","-13.9","20.1","-14.2","25.9","-14.1","14.2","-13.4"
"USC00194744","MIDDLETON, MA US","09-06","-6.1","-13.9","19.9","-14.2","25.7","-14.1","14.1","-13.4"
"USC00194744","MIDDLETON, MA US","09-07","-6.1","-13.9","19.7","-14.2","25.6","-14.1","13.9","-13.4"
"USC00194744","MIDDLETON, MA US","09-08","-6.1","-13.9","19.6","-14.2","25.4","-14.1","13.7","-13.4"
"USC00194744","MIDDLETON, MA US","09-09","-6.1","-13.9","19.4","-14.2","25.3","-14.1","13.5","-13.4"
"USC00194744","MIDDLETON, MA US","09-10","-6.0","-13.9","19.2","-14.2","25.1","-14.1","13.3","-13.3"
"USC00194744","MIDDLETON, MA US","09-11","-6.0","-13.8","19.1","-14.2","24.9","-14.1","13.2","-13.3"
"USC00194744","MIDDLETON, MA US","09-12","-6.0","-13.8","18.8","-14.1","24.7","-14.1","12.9","-13.3"
"USC00194744","MIDDLETON, MA US","09-13","-5.9","-13.8","18.7","-14.1","24.6","-14.0","12.8","-13.3"
"USC00194744","MIDDLETON, MA US","09-14","-5.9","-13.8","18.4","-14.1","24.4","-14.0","12.6","-13.2"
"USC00194744","MIDDLETON, MA US","09-15","-5.9","-13.8","18.3","-14.1","24.2","-14.0","12.3","-13.2"
"USC00194744","MIDDLETON, MA US","09-16","-5.9","-13.8","18.1","-14.1","24.0","-14.0","12.1","-13.2"
"USC00194744","MIDDLETON, MA US","09-17","-5.9","-13.7","17.9","-14.1","23.8","-13.9","11.9","-13.2"
"USC00194744","MIDDLETON, MA US","09-18","-5.8","-13.7","17.7","-14.1","23.6","-13.9","11.7","-13.2"
"USC00194744","MIDDLETON, MA US","09-19","-5.8","-13.7","17.4","-14.0","23.4","-13.9","11.5","-13.1"
"USC00194744","MIDDLETON, MA US","09-20","-5.8","-13.7","17.2","-14.0","23.2","-13.9","11.3","-13.1"
"USC00194744","MIDDLETON, MA US","09-21","-5.8","-13.7","17.0","-14.0","23.0","-13.9","11.0","-13.1"
"USC00194744","MIDDLETON, MA US","09-22","-5.8","-13.6","16.8","-13.9","22.8","-13.9","10.8","-13.1"
"USC00194744","MIDDLETON, MA US","09-23","-5.7","-13.6","16.6","-13.9","22.6","-13.8","10.6","-13.1"
"USC00194744","MIDDLETON, MA US","09-24","-5.7","-13.6","16.4","-13.9","22.4","-13.8","10.3","-13.0"
"USC00194744","MIDDLETON, MA US","09-25","-5.7","-13.6","16.2","-13.9","22.2","-13.8","10.1","-13.0"
"USC00194744","MIDDLETON, MA US","09-26","-5.7","-13.5","15.9","-13.9","22.0","-13.8","9.9","-13.0"
"USC00194744","MIDDLETON, MA US","09-27","-5.6","-13.5","15.7","-13.9","21.8","-13.8","9.7","-13.0"
"USC00194744","MIDDLETON, MA US","09-28","-5.6","-13.4","15.5","-13.9","21.6","-13.8","9.4","-12.9"
"USC00194744","MIDDLETON, MA US","09-29","-5.6","-13.4","15.3","-13.9","21.4","-13.7","9.2","-12.9"
"USC00194744","MIDDLETON, MA US","09-30","-5.6","-13.4","15.1","-13.9","21.2","-13.7","8.9","-12.9"
"USC00194744","MIDDLETON, MA US","10-01","-5.6","-13.4","14.9","-13.9","21.0","-13.7","8.7","-12.9"
"USC00194744","MIDDLETON, MA US","10-02","-5.5","-13.4","14.7","-13.9","20.8","-13.7","8.5","-12.9"
"USC00194744","MIDDLETON, MA US","10-03","-5.5","-13.3","14.4","-13.9","20.6","-13.7","8.3","-12.9"
"USC00194744","MIDDLETON, MA US","10-04","-5.5","-13.3","14.2","-13.9","20.4","-13.7","8.1","-12.9"
"USC00194744","MIDDLETON, MA US","10-05","-5.5","-13.3","14.0","-13.9","20.2","-13.7","7.9","-12.9"
"USC00194744","MIDDLETON, MA US","10-06","-5.4","-13.3","13.8","-13.9","19.9","-13.7","7.7","-12.9"
"USC00194744","MIDDLETON, MA US","10-07","-5.4","-13.3","13.6","-13.9","19.8","-13.7","7.4","-12.9"
"USC00194744","MIDDLETON, MA US","10-08","-5.4","-13.2","13.4","-13.9","19.6","-13.7","7.2","-12.9"
"USC00194744","MIDDLETON, MA US","10-09","-5.4","-13.2","13.2","-13.9","19.3","-13.6","7.1","-12.9"
"USC00194744","MIDDLETON, MA US","10-10","-5.4","-13.2","13.0","-13.9","19.2","-13.6","6.8","-12.9"
"USC00194744","MIDDLETON, MA US","10-11","-5.4","-13.2","12.8","-13.9","18.9","-13.6","6.7","-12.9"
"USC00194744","MIDDLETON, MA US","10-12","-5.4","-13.2","12.6","-13.9","18.8","-13.6","6.4","-12.9"
"USC00194744","MIDDLETON, MA US","10-13","-5.5","-13.2","12.4","-13.9","18.6","-13.6","6.3","-12.9"
"USC00194744","MIDDLETON, MA US","10-14","-5.5","-13.2","12.2","-13.9","18.4","-13.6","6.1","-12.9"
"USC00194744","MIDDLETON, MA US","10-15","-5.5","-13.2","12.1","-13.8","18.2","-13.5","5.9","-12.9"
"USC00194744","MIDDLETON, MA US","10-16","-5.6","-13.2","11.8","-13.8","18.0","-13.5","5.7","-13.0"
"USC00194744","MIDDLETON, MA US","10-17","-5.6","-13.2","11.7","-13.8","17.8","-13.5","5.6","-13.0"
"USC00194744","MIDDLETON, MA US","10-18","-5.6","-13.2","11.5","-13.8","17.6","-13.5","5.4","-13.0"
"USC00194744","MIDDLETON, MA US","10-19","-5.6","-13.2","11.3","-13.8","17.4","-13.5","5.2","-13.0"
"USC00194744","MIDDLETON, MA US","10-20","-5.7","-13.2","11.2","-13.8","17.2","-13.4","5.1","-13.0"
"USC00194744","MIDDLETON, MA US","10-21","-5.7","-13.3","10.9","-13.8","17.0","-13.4","4.9","-13.1"
"USC00194744","MIDDLETON, MA US","10-22","-5.7","-13.3","10.8","-13.8","16.8","-13.4","4.8","-13.1"
"USC00194744","MIDDLETON, MA US","10-23","-5.8","-13.3","10.6","-13.8","16.6","-13.4","4.6","-13.1"
"USC00194744","MIDDLETON, MA US","10-24","-5.8","-13.3","10.4","-13.8","16.4","-13.4","4.5","-13.1"
"USC00194744","MIDDLETON, MA US","10-25","-5.9","-13.3","10.3","-13.8","16.2","-13.4","4.3","-13.1"
"USC00194744","MIDDLETON, MA US","10-26","-5.9","-13.4","10.1","-13.8","16.1","-13.4","4.2","-13.1"
"USC00194744","MIDDLETON, MA US","10-27","-6.0","-13.4","9.9","-13.8","15.8","-13.4","4.1","-13.1"
"USC00194744","MIDDLETON, MA US","10-28","-6.1","-13.4","9.8","-13.8","15.7","-13.4","3.9","-13.1"
"USC00194744","MIDDLETON, MA US","10-29","-6.1","-13.4","9.7","-13.8","15.4","-13.4","3.8","-13.1"
"USC00194744","MIDDLETON, MA US","10-30","-6.2","-13.4","9.5","-13.7","15.3","-13.4","3.7","-13.1"
"USC00194744","MIDDLETON, MA US","10-31","-6.3","-13.4","9.3","-13.7","15.1","-13.3","3.6","-13.1"
"USC00194744","MIDDLETON, MA US","11-01","-6.3","-13.5","9.2","-13.7","14.9","-13.3","3.4","-13.1"
"USC00194744","MIDDLETON, MA US","11-02","-6.4","-13.5","9.0","-13.7","14.7","-13.3","3.3","-13.1"
"USC00194744","MIDDLETON, MA US","11-03","-6.4","-13.5","8.8","-13.7","14.5","-13.3","3.2","-13.0"
"USC00194744","MIDDLETON, MA US","11-04","-6.6","-13.6","8.7","-13.7","14.3","-13.3","3.1","-13.0"
"USC00194744","MIDDLETON, MA US","11-05","-6.6","-13.6","8.5","-13.6","14.1","-13.3","2.9","-13.0"
"USC00194744","MIDDLETON, MA US","11-06","-6.7","-13.6","8.3","-13.6","13.9","-13.2","2.8","-13.0"
"USC00194744","MIDDLETON, MA US","11-07","-6.8","-13.6","8.2","-13.6","13.7","-13.2","2.7","-12.9"
"USC00194744","MIDDLETON, MA US","11-08","-6.8","-13.6","8.0","-13.6","13.5","-13.2","2.6","-12.9"
"USC00194744","MIDDLETON, MA US","11-09","-6.9","-13.6","7.8","-13.6","13.3","-13.2","2.4","-12.9"
"USC00194744","MIDDLETON, MA US","11-10","-7.0","-13.6","7.7","-13.5","13.1","-13.2","2.3","-12.9"
"USC00194744","MIDDLETON, MA US","11-11","-7.1","-13.6","7.5","-13.5","12.9","-13.2","2.2","-12.9"
"USC00194744","MIDDLETON, MA US","11-12","-7.1","-13.7","7.3","-13.5","12.7","-13.2","2.0","-12.9"
"USC00194744","MIDDLETON, MA US","11-13","-7.2","-13.7","7.2","-13.5","12.5","-13.2","1.9","-12.9"
"USC00194744","MIDDLETON, MA US","11-14","-7.3","-13.7","7.0","-13.4","12.3","-13.1","1.7","-12.9"
"USC00194744","MIDDLETON, MA US","11-15","-7.3","-13.7","6.8","-13.4","12.1","-13.1","1.6","-12.9"
"USC00194744","MIDDLETON, MA US","11-16","-7.4","-13.7","6.7","-13.4","11.8","-13.1","1.4","-12.9"
"USC00194744","MIDDLETON, MA US","11-17","-7.4","-13.7","6.5","-13.4","11.7","-13.1","1.3","-12.8"
"USC00194744","MIDDLETON, MA US","11-18","-7.5","-13.8","6.3","-13.4","11.4","-13.1","1.2","-12.8"
"USC00194744","MIDDLETON, MA US","11-19","-7.6","-13.8","6.1","-13.3","11.2","-13.1","1.0","-12.8"
"USC00194744","MIDDLETON, MA US","11-20","-7.6","-13.8","5.9","-13.3","11.0","-13.0","0.9","-12.8"
"USC00194744","MIDDLETON, MA US","11-21","-7.7","-13.8","5.8","-13.3","10.8","-13.0","0.7","-12.8"
"USC00194744","MIDDLETON, MA US","11-22","-7.7","-13.8","5.6","-13.3","10.6","-13.0","0.6","-12.8"
"USC00194744","MIDDLETON, MA US","11-23","-7.8","-13.8","5.4","-13.3","10.4","-12.9","0.4","-12.8"
"USC00194744","MIDDLETON, MA US","11-24","-7.8","-13.8","5.2","-13.3","10.2","-12.9","0.2","-12.8"
"USC00194744","MIDDLETON, MA US","11-25","-7.8","-13.9","5.0","-13.3","10.0","-12.9","0.1","-12.8"
"USC00194744","MIDDLETON, MA US","11-26","-7.9","-13.9","4.8","-13.3","9.8","-12.9","-0.1","-12.8"
"USC00194744","MIDDLETON, MA US","11-27","-7.9","-13.9","4.6","-13.2","9.6","-12.9","-0.3","-12.8"
"USC00194744","MIDDLETON, MA US","11-28","-7.9","-13.9","4.4","-13.2","9.4","-12.9","-0.5","-12.8"
"USC00194744","MIDDLETON, MA US","11-29","-7.9","-13.9","4.2","-13.2","9.2","-12.9","-0.7","-12.7"
"USC00194744","MIDDLETON, MA US","11-30","-8.0","-13.9","4.1","-13.2","8.9","-12.9","-0.8","-12.7"
"USC00194744","MIDDLETON, MA US","12-01","-8.0","-13.9","3.8","-13.2","8.7","-12.9","-1.1","-12.7"
"USC00194744","MIDDLETON, MA US","12-02","-8.0","-13.9","3.7","-13.2","8.6","-12.9","-1.2","-12.7"
"USC00194744","MIDDLETON, MA US","12-03","-8.0","-14.0","3.4","-13.2","8.3","-12.9","-1.4","-12.7"
"USC00194744","MIDDLETON, MA US","12-04","-8.1","-14.0","3.3","-13.1","8.2","-12.8","-1.6","-12.7"
"USC00194744","MIDDLETON, MA US","12-05","-8.1","-14.0","3.1","-13.1","7.9","-12.8","-1.8","-12.6"
"USC00194744","MIDDLETON, MA US","12-06","-8.1","-14.0","2.9","-13.1","7.7","-12.8","-2.0","-12.6"
"USC00194744","MIDDLETON, MA US","12-07","-8.1","-14.0","2.7","-13.1","7.6","-12.8","-2.2","-12.6"
"USC00194744","MIDDLETON, MA US","12-08","-8.1","-14.0","2.5","-13.1","7.3","-12.8","-2.4","-12.6"
"USC00194744","MIDDLETON, MA US","12-09","-8.1","-14.0","2.3","-13.0","7.2","-12.8","-2.6","-12.6"
"USC00194744","MIDDLETON, MA US","12-10","-8.1","-14.0","2.1","-13.0","6.9","-12.8","-2.8","-12.5"
"USC00194744","MIDDLETON, MA US","12-11","-8.0","-14.0","1.9","-13.0","6.8","-12.8","-3.0","-12.5"
"USC00194744","MIDDLETON, MA US","12-12","-8.0","-14.0","1.7","-13.0","6.6","-12.7","-3.2","-12.5"
"USC00194744","MIDDLETON, MA US","12-13","-8.0","-14.0","1.5","-12.9","6.4","-12.7","-3.4","-12.4"
"USC00194744","MIDDLETON, MA US","12-14","-8.0","-14.0","1.3","-12.9","6.2","-12.7","-3.6","-12.4"
"USC00194744","MIDDLETON, MA US","12-15","-7.9","-14.0","1.2","-12.9","6.1","-12.7","-3.8","-12.4"
"USC00194744","MIDDLETON, MA US","12-16","-7.9","-14.0","0.9","-12.9","5.9","-12.7","-3.9","-12.4"
"USC00194744","MIDDLETON, MA US","12-17","-7.9","-14.0","0.8","-12.9","5.7","-12.7","-4.2","-12.3"
"USC00194744","MIDDLETON, MA US","12-18","-7.9","-14.0","0.6","-12.9","5.6","-12.7","-4.3","-12.3"
"USC00194744","MIDDLETON, MA US","12-19","-7.9","-14.0","0.4","-12.9","5.4","-12.7","-4.5","-12.3"
"USC00194744","MIDDLETON, MA US","12-20","-7.9","-14.0","0.2","-12.8","5.2","-12.7","-4.7","-12.3"
"USC00194744","MIDDLETON, MA US","12-21","-7.8","-14.0","0.1","-12.8","5.1","-12.7","-4.9","-12.2"
"USC00194744","MIDDLETON, MA US","12-22","-7.8","-14.0","-0.1","-12.8","4.9","-12.7","-5.1","-12.2"
"USC00194744","MIDDLETON, MA US","12-23","-7.8","-13.9","-0.3","-12.8","4.7","-12.7","-5.2","-12.2"
"USC00194744","MIDDLETON, MA US","12-24","-7.8","-13.9","-0.4","-12.8","4.6","-12.7","-5.4","-12.2"
"USC00194744","MIDDLETON, MA US","12-25","-7.7","-13.9","-0.6","-12.7","4.4","-12.6","-5.6","-12.1"
"USC00194744","MIDDLETON, MA US","12-26","-7.7","-13.9","-0.7","-12.7","4.3","-12.6","-5.8","-12.1"
"USC00194744","MIDDLETON, MA US","12-27","-7.7","-13.9","-0.8","-12.7","4.2","-12.6","-5.9","-12.0"
"USC00194744","MIDDLETON, MA US","12-28","-7.7","-13.9","-1.0","-12.6","4.1","-12.6","-6.1","-12.0"
"USC00194744","MIDDLETON, MA US","12-29","-7.6","-13.9","-1.1","-12.6","3.9","-12.5","-6.2","-11.9"
"USC00194744","MIDDLETON, MA US","12-30","-7.6","-13.8","-1.3","-12.5","3.8","-12.4","-6.3","-11.9"
"USC00194744","MIDDLETON, MA US","12-31","-7.6","-13.8","-1.4","-12.5","3.7","-12.4","-6.5","-11.8"
"USC00190840","BRIDGEWATER, MA US","01-01","-6.2",,"-2.3",,"3.5",,"-8.0",
"USC00190840","BRIDGEWATER, MA US","01-02","-6.2",,"-2.4",,"3.4",,"-8.2",
"USC00190840","BRIDGEWATER, MA US","01-03","-6.1",,"-2.5",,"3.3",,"-8.3",
"USC00190840","BRIDGEWATER, MA US","01-04","-6.1",,"-2.6",,"3.3",,"-8.4",
"USC00190840","BRIDGEWATER, MA US","01-05","-6.0",,"-2.7",,"3.2",,"-8.6",
"USC00190840","BRIDGEWATER, MA US","01-06","-5.9",,"-2.8",,"3.1",,"-8.7",
"USC00190840","BRIDGEWATER, MA US","01-07","-5.9",,"-2.9",,"3.1",,"-8.8",
"USC00190840","BRIDGEWATER, MA US","01-08","-5.8",,"-2.9",,"3.0",,"-8.9",
"USC00190840","BRIDGEWATER, MA US","01-09","-5.8",,"-3.0",,"2.9",,"-9.0",
"USC00190840","BRIDGEWATER, MA US","01-10","-5.8",,"-3.1",,"2.9",,"-9.1",
