"STATION","NAME","DATE","DLY-DUTR-NORMAL","DLY-DUTR-STDDEV","DLY-TAVG-NORMAL","DLY-TAVG-STDDEV","DLY-TMAX-NORMAL","DLY-TMAX-STDDEV","DLY-TMIN-NORMAL","DLY-TMIN-STDDEV"
"USC00194580","MAYNARD, MA US","02-14","-5.9","-13.2","-2.3","-12.6","3.7","-12.2","-8.2","-12.1"
"USC00194580","MAYNARD, MA US","02-15","-5.9","-13.2","-2.2","-12.6","3.8","-12.2","-8.1","-12.1"
"USC00194580","MAYNARD, MA US","02-16","-5.8","-13.2","-2.1","-12.6","3.9","-12.2","-8.0","-12.1"
"USC00194580","MAYNARD, MA US","02-17","-5.8","-13.2","-1.9","-12.6","4.1","-12.2","-7.9","-12.1"
"USC00194580","MAYNARD, MA US","02-18","-5.8","-13.2","-1.8","-12.7","4.2","-12.2","-7.8","-12.2"
"USC00194580","MAYNARD, MA US","02-19","-5.8","-13.2","-1.7","-12.6","4.3","-12.2","-7.7","-12.2"
"USC00194580","MAYNARD, MA US","02-20","-5.8","-13.2","-1.6","-12.6","4.4","-12.2","-7.6","-12.2"
"USC00194580","MAYNARD, MA US","02-21","-5.7","-13.2","-1.4","-12.7","4.6","-12.2","-7.4","-12.2"
"USC00194580","MAYNARD, MA US","02-22","-5.7","-13.2","-1.3","-12.7","4.7","-12.1","-7.3","-12.2"
"USC00194580","MAYNARD, MA US","02-23","-5.7","-13.2","-1.2","-12.7","4.9","-12.1","-7.2","-12.2"
"USC00194580","MAYNARD, MA US","02-24","-5.7","-13.2","-1.0","-12.7","5.1","-12.1","-7.1","-12.2"
"USC00194580","MAYNARD, MA US","02-25","-5.7","-13.2","-0.9","-12.7","5.2","-12.1","-6.9","-12.3"
"USC00194580","MAYNARD, MA US","02-26","-5.7","-13.2","-0.7","-12.7","5.3","-12.1","-6.8","-12.3"
"USC00194580","MAYNARD, MA US","02-27","-5.6","-13.2","-0.6","-12.7","5.5","-12.1","-6.7","-12.3"
"USC00194580","MAYNARD, MA US","02-28","-5.6","-13.2","-0.4","-12.7","5.6","-12.1","-6.5","-12.3"
"USC00194580","MAYNARD, MA US","02-29","-5.6","-13.2","-0.4","-12.7","5.7","-12.1","-6.4","-12.3"
"USC00194580","MAYNARD, MA US","03-01","-5.6","-13.2","-0.3","-12.7","5.8","-12.1","-6.4","-12.3"
"USC00194580","MAYNARD, MA US","03-02","-5.6","-13.2","-0.2","-12.7","5.9","-12.1","-6.2","-12.3"
"USC00194580","MAYNARD, MA US","03-03","-5.6","-13.2","0.0","-12.7","6.1","-12.1","-6.1","-12.4"
"USC00194580","MAYNARD, MA US","03-04","-5.6","-13.2","0.2","-12.8","6.3","-12.1","-5.9","-12.4"
"USC00194580","MAYNARD, MA US","03-05","-5.6","-13.1","0.3","-12.8","6.4","-12.1","-5.8","-12.4"
"USC00194580","MAYNARD, MA US","03-06","-5.6","-13.1","0.5","-12.8","6.6","-12.1","-5.6","-12.5"
"USC00194580","MAYNARD, MA US","03-07","-5.6","-13.1","0.6","-12.8","6.8","-12.1","-5.5","-12.6"
"USC00194580","MAYNARD, MA US","03-08","-5.6","-13.1","0.8","-12.9","6.9","-12.1","-5.3","-12.6"
"USC00194580","MAYNARD, MA US","03-09","-5.6","-13.1","0.9","-12.9","7.1","-12.1","-5.2","-12.7"
"USC00194580","MAYNARD, MA US","03-10","-5.6","-13.1","1.1","-12.9","7.3","-12.1","-5.0","-12.7"
"USC00194580","MAYNARD, MA US","03-11","-5.6","-13.1","1.3","-12.9","7.4","-12.1","-4.8","-12.7"
"USC00194580","MAYNARD, MA US","03-12","-5.6","-13.1","1.5","-12.9","7.6","-12.1","-4.7","-12.8"
"USC00194580","MAYNARD, MA US","03-13","-5.5","-13.1","1.7","-13.0","7.8","-12.1","-4.4","-12.8"
"USC00194580","MAYNARD, MA US","03-14","-5.5","-13.1","1.8","-13.0","7.9","-12.1","-4.3","-12.9"
"USC00194580","MAYNARD, MA US","03-15","-5.5","-13.0","2.0","-13.1","8.2","-12.1","-4.1","-12.9"
"USC00194580","MAYNARD, MA US","03-16","-5.5","-13.0","2.2","-13.1","8.3","-12.1","-3.9","-12.9"
"USC00194580","MAYNARD, MA US","03-17","-5.5","-12.9","2.4","-13.1","8.5","-12.0","-3.7","-13.0"
"USC00194580","MAYNARD, MA US","03-18","-5.5","-12.9","2.6","-13.1","8.7","-12.0","-3.6","-13.1"
"USC00194580","MAYNARD, MA US","03-19","-5.5","-12.9","2.8","-13.1","8.9","-12.0","-3.4","-13.1"
"USC00194580","MAYNARD, MA US","03-20","-5.5","-12.9","2.9","-13.1","9.1","-11.9","-3.2","-13.1"
"USC00194580","MAYNARD, MA US","03-21","-5.5","-12.8","3.2","-13.1","9.3","-11.9","-3.0","-13.2"
"USC00194580","MAYNARD, MA US","03-22","-5.5","-12.8","3.4","-13.1","9.5","-11.9","-2.8","-13.2"
"USC00194580","MAYNARD, MA US","03-23","-5.4","-12.8","3.6","-13.2","9.7","-11.9","-2.6","-13.2"
"USC00194580","MAYNARD, MA US","03-24","-5.4","-12.8","3.8","-13.2","9.9","-11.9","-2.4","-13.3"
"USC00194580","MAYNARD, MA US","03-25","-5.4","-12.8","4.0","-13.2","10.2","-11.9","-2.2","-13.3"
"USC00194580","MAYNARD, MA US","03-26","-5.4","-12.8","4.2","-13.2","10.4","-11.9","-2.0","-13.3"
"USC00194580","MAYNARD, MA US","03-27","-5.4","-12.7","4.4","-13.2","10.6","-11.8","-1.8","-13.4"
"USC00194580","MAYNARD, MA US","03-28","-5.4","-12.7","4.6","-13.2","10.8","-11.8","-1.6","-13.4"
"USC00194580","MAYNARD, MA US","03-29","-5.4","-12.7","4.8","-13.3","11.1","-11.8","-1.4","-13.4"
"USC00194580","MAYNARD, MA US","03-30","-5.3","-12.7","5.1","-13.3","11.3","-11.8","-1.2","-13.5"
"USC00194580","MAYNARD, MA US","03-31","-5.3","-12.7","5.3","-13.3","11.5","-11.8","-0.9","-13.6"
"USC00194580","MAYNARD, MA US","04-01","-5.3","-12.7","5.5","-13.3","11.7","-11.8","-0.8","-13.6"
"USC00194580","MAYNARD, MA US","04-02","-5.3","-12.7","5.7","-13.3","11.9","-11.8","-0.6","-13.6"
"USC00194580","MAYNARD, MA US","04-03","-5.2","-12.7","5.9","-13.3","12.2","-11.8","-0.3","-13.6"
"USC00194580","MAYNARD, MA US","04-04","-5.2","-12.6","6.2","-13.3","12.4","-11.8","-0.2","-13.6"
"USC00194580","MAYNARD, MA US","04-05","-5.2","-12.6","6.4","-13.3","12.7","-11.8","0.1","-13.7"
"USC00194580","MAYNARD, MA US","04-06","-5.1","-12.6","6.6","-13.3","12.9","-11.8","0.3","-13.7"
"USC00194580","MAYNARD, MA US","04-07","-5.1","-12.6","6.8","-13.4","13.2","-11.8","0.4","-13.7"
"USC00194580","MAYNARD, MA US","04-08","-5.1","-12.6","7.1","-13.4","13.4","-11.8","0.7","-13.7"
"USC00194580","MAYNARD, MA US","04-09","-5.0","-12.5","7.3","-13.4","13.6","-11.8","0.9","-13.7"
"USC00194580","MAYNARD, MA US","04-10","-4.9","-12.5","7.5","-13.4","13.9","-11.8","1.1","-13.8"
"USC00194580","MAYNARD, MA US","04-11","-4.9","-12.5","7.7","-13.4","14.1","-11.7","1.3","-13.8"
"USC00194580","MAYNARD, MA US","04-12","-4.9","-12.5","7.9","-13.4","14.4","-11.7","1.5","-13.8"
"USC00194580","MAYNARD, MA US","04-13","-4.8","-12.5","8.2","-13.4","14.6","-11.7","1.7","-13.8"
"USC00194580","MAYNARD, MA US","04-14","-4.8","-12.5","8.3","-13.4","14.8","-11.7","1.9","-13.8"
"USC00194580","MAYNARD, MA US","04-15","-4.7","-12.5","8.6","-13.4","15.1","-11.7","2.1","-13.8"
"USC00194580","MAYNARD, MA US","04-16","-4.7","-12.5","8.8","-13.4","15.3","-11.8","2.3","-13.8"
"USC00194580","MAYNARD, MA US","04-17","-4.7","-12.4","9.0","-13.4","15.6","-11.8","2.4","-13.8"
"USC00194580","MAYNARD, MA US","04-18","-4.6","-12.4","9.2","-13.5","15.8","-11.8","2.6","-13.8"
"USC00194580","MAYNARD, MA US","04-19","-4.6","-12.4","9.4","-13.5","16.1","-11.8","2.8","-13.9"
"USC00194580","MAYNARD, MA US","04-20","-4.5","-12.4","9.7","-13.5","16.3","-11.8","3.0","-13.9"
"USC00194580","MAYNARD, MA US","04-21","-4.4","-12.4","9.8","-13.6","16.5","-11.8","3.2","-13.9"
"USC00194580","MAYNARD, MA US","04-22","-4.4","-12.4","10.1","-13.6","16.7","-11.8","3.4","-13.9"
"USC00194580","MAYNARD, MA US","04-23","-4.4","-12.4","10.3","-13.6","16.9","-11.8","3.6","-13.9"
"USC00194580","MAYNARD, MA US","04-24","-4.3","-12.4","10.4","-13.6","17.2","-11.8","3.8","-13.9"
"USC00194580","MAYNARD, MA US","04-25","-4.3","-12.4","10.7","-13.6","17.4","-11.9","3.9","-13.9"
"USC00194580","MAYNARD, MA US","04-26","-4.3","-12.4","10.9","-13.6","17.6","-11.9","4.1","-13.9"
"USC00194580","MAYNARD, MA US","04-27","-4.2","-12.4","11.1","-13.6","17.8","-11.9","4.3","-13.9"
"USC00194580","MAYNARD, MA US","04-28","-4.2","-12.4","11.3","-13.6","18.1","-11.9","4.4","-13.9"
"USC00194580","MAYNARD, MA US","04-29","-4.2","-12.4","11.4","-13.6","18.2","-11.9","4.7","-13.9"
"USC00194580","MAYNARD, MA US","04-30","-4.2","-12.3","11.6","-13.6","18.4","-11.9","4.8","-13.9"
"USC00194580","MAYNARD, MA US","05-01","-4.2","-12.3","11.8","-13.6","18.7","-11.9","5.0","-13.9"
"USC00194580","MAYNARD, MA US","05-02","-4.1","-12.3","12.0","-13.6","18.8","-11.9","5.2","-13.9"
"USC00194580","MAYNARD, MA US","05-03","-4.1","-12.3","12.2","-13.6","19.0","-11.9","5.3","-13.9"
"USC00194580","MAYNARD, MA US","05-04","-4.1","-12.3","12.4","-13.6","19.2","-11.9","5.6","-13.9"
"USC00194580","MAYNARD, MA US","05-05","-4.1","-12.3","12.6","-13.6","19.4","-11.9","5.7","-13.9"
"USC00194580","MAYNARD, MA US","05-06","-4.1","-12.3","12.7","-13.6","19.6","-11.9","5.9","-13.9"
"USC00194580","MAYNARD, MA US","05-07","-4.1","-12.3","12.9","-13.6","19.8","-11.9","6.1","-13.9"
"USC00194580","MAYNARD, MA US","05-08","-4.1","-12.3","13.1","-13.6","19.9","-11.9","6.2","-13.9"
"USC00194580","MAYNARD, MA US","05-09","-4.1","-12.4","13.3","-13.6","20.1","-11.9","6.4","-13.9"
"USC00194580","MAYNARD, MA US","05-10","-4.1","-12.4","13.4","-13.6","20.3","-11.9","6.6","-14.0"
"USC00194580","MAYNARD, MA US","05-11","-4.1","-12.4","13.6","-13.6","20.4","-11.9","6.8","-14.0"
"USC00194580","MAYNARD, MA US","05-12","-4.2","-12.4","13.8","-13.6","20.6","-11.9","6.9","-14.0"
"USC00194580","MAYNARD, MA US","05-13","-4.2","-12.4","13.9","-13.6","20.8","-11.9","7.2","-14.0"
"USC00194580","MAYNARD, MA US","05-14","-4.2","-12.4","14.1","-13.6","20.9","-11.9","7.3","-14.0"
"USC00194580","MAYNARD, MA US","05-15","-4.2","-12.4","14.3","-13.6","21.1","-11.9","7.5","-14.0"
"USC00194580","MAYNARD, MA US","05-16","-4.2","-12.5","14.4","-13.6","21.2","-11.9","7.7","-14.0"
"USC00194580","MAYNARD, MA US","05-17","-4.3","-12.5","14.6","-13.6","21.4","-11.9","7.9","-14.0"
"USC00194580","MAYNARD, MA US","05-18","-4.3","-12.6","14.8","-13.6","21.6","-11.9","8.1","-14.0"
"USC00194580","MAYNARD, MA US","05-19","-4.3","-12.6","14.9","-13.6","21.7","-12.0","8.2","-14.0"
"USC00194580","MAYNARD, MA US","05-20","-4.4","-12.6","15.1","-13.7","21.8","-12.0","8.4","-14.1"
"USC00194580","MAYNARD, MA US","05-21","-4.4","-12.7","15.3","-13.7","22.0","-12.0","8.6","-14.1"
"USC00194580","MAYNARD, MA US","05-22","-4.4","-12.7","15.4","-13.7","22.1","-12.1","8.8","-14.1"
"USC00194580","MAYNARD, MA US","05-23","-4.5","-12.7","15.7","-13.7","22.3","-12.1","9.0","-14.1"
"USC00194580","MAYNARD, MA US","05-24","-4.6","-12.7","15.8","-13.7","22.4","-12.1","9.2","-14.1"
"USC00194580","MAYNARD, MA US","05-25","-4.6","-12.8","16.0","-13.7","22.6","-12.1","9.4","-14.0"
"USC00194580","MAYNARD, MA US","05-26","-4.6","-12.8","16.2","-13.6","22.7","-12.1","9.6","-14.0"
"USC00194580","MAYNARD, MA US","05-27","-4.7","-12.8","16.3","-13.6","22.9","-12.1","9.8","-14.0"
"USC00194580","MAYNARD, MA US","05-28","-4.7","-12.8","16.5","-13.6","23.1","-12.1","9.9","-14.0"
"USC00194580","MAYNARD, MA US","05-29","-4.8","-12.9","16.7","-13.6","23.2","-12.1","10.2","-14.0"
"USC00194580","MAYNARD, MA US","05-30","-4.8","-12.9","16.8","-13.6","23.3","-12.1","10.3","-14.0"
"USC00194580","MAYNARD, MA US","05-31","-4.8","-12.9","17.0","-13.6","23.5","-12.1","10.6","-14.0"
"USC00194580","MAYNARD, MA US","06-01","-4.9","-13.0","17.2","-13.6","23.6","-12.2","10.7","-14.0"
"USC00194580","MAYNARD, MA US","06-02","-4.9","-13.0","17.3","-13.7","23.8","-12.2","10.9","-14.0"
"USC00194580","MAYNARD, MA US","06-03","-4.9","-13.1","17.6","-13.7","23.9","-12.2","11.1","-14.0"
"USC00194580","MAYNARD, MA US","06-04","-5.0","-13.1","17.7","-13.7","24.1","-12.2","11.3","-14.0"
"USC00194580","MAYNARD, MA US","06-05","-5.0","-13.1","17.9","-13.7","24.3","-12.3","11.5","-14.0"
"USC00194580","MAYNARD, MA US","06-06","-5.1","-13.1","18.1","-13.7","24.4","-12.3","11.7","-14.0"
"USC00194580","MAYNARD, MA US","06-07","-5.1","-13.1","18.2","-13.7","24.6","-12.3","11.9","-14.0"
"USC00194580","MAYNARD, MA US","06-08","-5.1","-13.2","18.4","-13.7","24.7","-12.4","12.1","-14.0"
"USC00194580","MAYNARD, MA US","06-09","-5.1","-13.2","18.6","-13.8","24.9","-12.4","12.2","-14.0"
"USC00194580","MAYNARD, MA US","06-10","-5.2","-13.2","18.7","-13.8","25.1","-12.5","12.4","-14.0"
"USC00194580","MAYNARD, MA US","06-11","-5.2","-13.3","18.9","-13.8","25.2","-12.6","12.6","-14.1"
"USC00194580","MAYNARD, MA US","06-12","-5.2","-13.3","19.1","-13.9","25.3","-12.6","12.8","-14.1"
"USC00194580","MAYNARD, MA US","06-13","-5.2","-13.3","19.2","-13.9","25.5","-12.7","12.9","-14.1"
"USC00194580","MAYNARD, MA US","06-14","-5.2","-13.3","19.4","-13.9","25.7","-12.7","13.1","-14.1"
"USC00194580","MAYNARD, MA US","06-15","-5.2","-13.3","19.6","-13.9","25.8","-12.8","13.3","-14.1"
"USC00194580","MAYNARD, MA US","06-16","-5.2","-13.4","19.7","-14.0","25.9","-12.8","13.4","-14.1"
"USC00194580","MAYNARD, MA US","06-17","-5.3","-13.4","19.8","-14.0","26.1","-12.9","13.6","-14.1"
"USC00194580","MAYNARD, MA US","06-18","-5.3","-13.4","20.0","-14.1","26.3","-12.9","13.7","-14.1"
"USC00194580","MAYNARD, MA US","06-19","-5.3","-13.4","20.2","-14.1","26.4","-12.9","13.9","-14.1"
"USC00194580","MAYNARD, MA US","06-20","-5.3","-13.5","20.3","-14.1","26.6","-13.0","14.1","-14.1"
"USC00194580","MAYNARD, MA US","06-21","-5.3","-13.6","20.4","-14.1","26.7","-13.1","14.2","-14.1"
"USC00194580","MAYNARD, MA US","06-22","-5.3","-13.6","20.6","-14.1","26.8","-13.1","14.3","-14.1"
"USC00194580","MAYNARD, MA US","06-23","-5.3","-13.6","20.7","-14.2","26.9","-13.2","14.4","-14.1"
"USC00194580","MAYNARD, MA US","06-24","-5.3","-13.7","20.8","-14.2","27.1","-13.2","14.6","-14.1"
"USC00194580","MAYNARD, MA US","06-25","-5.2","-13.7","20.9","-14.2","27.2","-13.3","14.7","-14.1"
"USC00194580","MAYNARD, MA US","06-26","-5.2","-13.7","21.1","-14.2","27.3","-13.3","14.8","-14.2"
"USC00194580","MAYNARD, MA US","06-27","-5.2","-13.8","21.2","-14.3","27.5","-13.3","14.9","-14.2"
"USC00194580","MAYNARD, MA US","06-28","-5.2","-13.8","21.3","-14.3","27.6","-13.4","15.1","-14.2"
"USC00194580","MAYNARD, MA US","06-29","-5.2","-13.8","21.4","-14.3","27.7","-13.4","15.2","-14.2"
"USC00194580","MAYNARD, MA US","06-30","-5.2","-13.9","21.6","-14.4","27.8","-13.5","15.3","-14.2"
"USC00194580","MAYNARD, MA US","07-01","-5.2","-13.9","21.6","-14.4","27.9","-13.6","15.3","-14.3"
"USC00194580","MAYNARD, MA US","07-02","-5.2","-13.9","21.7","-14.4","28.0","-13.6","15.4","-14.3"
"USC00194580","MAYNARD, MA US","07-03","-5.2","-14.0","21.8","-14.4","28.1","-13.6","15.5","-14.3"
"USC00194580","MAYNARD, MA US","07-04","-5.2","-14.0","21.9","-14.4","28.2","-13.7","15.6","-14.3"
"USC00194580","MAYNARD, MA US","07-05","-5.2","-14.1","22.0","-14.5","28.3","-13.7","15.7","-14.3"
"USC00194580","MAYNARD, MA US","07-06","-5.2","-14.1","22.1","-14.5","28.4","-13.7","15.7","-14.3"
"USC00194580","MAYNARD, MA US","07-07","-5.2","-14.1","22.1","-14.6","28.4","-13.8","15.8","-14.3"
"USC00194580","MAYNARD, MA US","07-08","-5.2","-14.1","22.2","-14.6","28.5","-13.8","15.9","-14.3"
"USC00194580","MAYNARD, MA US","07-09","-5.1","-14.1","22.3","-14.6","28.6","-13.8","15.9","-14.4"
"USC00194580","MAYNARD, MA US","07-10","-5.1","-14.1","22.3","-14.6","28.6","-13.8","16.0","-14.4"
"USC00194580","MAYNARD, MA US","07-11","-5.1","-14.1","22.3","-14.6","28.7","-13.8","16.1","-14.4"
"USC00194580","MAYNARD, MA US","07-12","-5.1","-14.1","22.4","-14.6","28.7","-13.8","16.1","-14.4"
"USC00194580","MAYNARD, MA US","07-13","-5.1","-14.1","22.4","-14.6","28.8","-13.8","16.1","-14.4"
"USC00194580","MAYNARD, MA US","07-14","-5.1","-14.1","22.5","-14.6","28.8","-13.9","16.2","-14.4"
"USC00194580","MAYNARD, MA US","07-15","-5.1","-14.1","22.5","-14.7","28.8","-13.9","16.2","-14.4"
"USC00194580","MAYNARD, MA US","07-16","-5.1","-14.1","22.6","-14.7","28.9","-13.9","16.2","-14.4"
"USC00194580","MAYNARD, MA US","07-17","-5.1","-14.1","22.6","-14.7","28.9","-13.9","16.2","-14.5"
"USC00194580","MAYNARD, MA US","07-18","-5.1","-14.1","22.6","-14.7","28.9","-13.9","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-19","-5.1","-14.1","22.6","-14.7","28.9","-13.9","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-20","-5.1","-14.1","22.6","-14.7","29.0","-13.9","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-21","-5.1","-14.1","22.7","-14.8","29.0","-14.0","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-22","-5.1","-14.1","22.7","-14.8","29.0","-14.0","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-23","-5.1","-14.1","22.7","-14.8","29.0","-14.0","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-24","-5.1","-14.1","22.7","-14.8","29.0","-14.0","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-25","-5.1","-14.1","22.7","-14.8","29.0","-14.0","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-26","-5.1","-14.1","22.7","-14.8","29.0","-14.0","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-27","-5.1","-14.1","22.6","-14.8","29.0","-14.0","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-28","-5.1","-14.0","22.6","-14.8","29.0","-14.0","16.3","-14.5"
"USC00194580","MAYNARD, MA US","07-29","-5.1","-14.0","22.6","-14.8","28.9","-14.0","16.2","-14.4"
"USC00194580","MAYNARD, MA US","07-30","-5.1","-14.0","22.6","-14.8","28.9","-14.0","16.2","-14.4"
"USC00194580","MAYNARD, MA US","07-31","-5.1","-13.9","22.6","-14.8","28.9","-14.0","16.2","-14.4"
"USC00194580","MAYNARD, MA US","08-01","-5.1","-13.9","22.6","-14.7","28.9","-14.0","16.2","-14.4"
"USC00194580","MAYNARD, MA US","08-02","-5.1","-13.9","22.5","-14.7","28.9","-14.0","16.2","-14.4"
"USC00194580","MAYNARD, MA US","08-03","-5.0","-13.9","22.5","-14.7","28.8","-14.0","16.1","-14.3"
"USC00194580","MAYNARD, MA US","08-04","-5.0","-13.9","22.4","-14.7","28.8","-13.9","16.1","-14.3"
"USC00194580","MAYNARD, MA US","08-05","-5.0","-13.9","22.4","-14.7","28.8","-13.9","16.0","-14.3"
"USC00194580","MAYNARD, MA US","08-06","-5.0","-13.9","22.4","-14.7","28.8","-13.9","16.0","-14.3"
"USC00194580","MAYNARD, MA US","08-07","-5.0","-13.8","22.3","-14.7","28.7","-13.9","15.9","-14.3"
"USC00194580","MAYNARD, MA US","08-08","-4.9","-13.8","22.3","-14.7","28.7","-13.9","15.9","-14.2"
"USC00194580","MAYNARD, MA US","08-09","-4.9","-13.8","22.2","-14.6","28.7","-13.9","15.8","-14.2"
"USC00194580","MAYNARD, MA US","08-10","-4.9","-13.8","22.2","-14.6","28.6","-13.9","15.8","-14.2"
"USC00194580","MAYNARD, MA US","08-11","-4.9","-13.8","22.1","-14.6","28.6","-13.9","15.7","-14.2"
"USC00194580","MAYNARD, MA US","08-12","-4.9","-13.8","22.1","-14.6","28.5","-13.9","15.6","-14.1"
"USC00194580","MAYNARD, MA US","08-13","-4.9","-13.8","22.0","-14.6","28.4","-13.8","15.6","-14.1"
"USC00194580","MAYNARD, MA US","08-14","-4.9","-13.7","21.9","-14.5","28.4","-13.8","15.5","-14.1"
"USC00194580","MAYNARD, MA US","08-15","-4.8","-13.7","21.8","-14.5","28.3","-13.8","15.4","-14.1"
"USC00194580","MAYNARD, MA US","08-16","-4.8","-13.7","21.8","-14.5","28.3","-13.8","15.3","-14.0"
"USC00194580","MAYNARD, MA US","08-17","-4.8","-13.7","21.7","-14.4","28.2","-13.8","15.2","-14.0"
"USC00194580","MAYNARD, MA US","08-18","-4.8","-13.6","21.6","-14.4","28.1","-13.8","15.1","-13.9"
"USC00194580","MAYNARD, MA US","08-19","-4.7","-13.6","21.6","-14.4","28.1","-13.7","15.0","-13.9"
"USC00194580","MAYNARD, MA US","08-20","-4.7","-13.6","21.4","-14.4","27.9","-13.7","14.9","-13.9"
"USC00194580","MAYNARD, MA US","08-21","-4.7","-13.6","21.3","-14.4","27.9","-13.7","14.8","-13.8"
"USC00194580","MAYNARD, MA US","08-22","-4.7","-13.5","21.2","-14.3","27.8","-13.7","14.7","-13.8"
"USC00194580","MAYNARD, MA US","08-23","-4.6","-13.5","21.1","-14.3","27.7","-13.7","14.6","-13.8"
"USC00194580","MAYNARD, MA US","08-24","-4.6","-13.4","21.0","-14.3","27.6","-13.7","14.4","-13.7"
"USC00194580","MAYNARD, MA US","08-25","-4.6","-13.4","20.9","-14.3","27.5","-13.6","14.3","-13.7"
"USC00194580","MAYNARD, MA US","08-26","-4.6","-13.4","20.8","-14.3","27.4","-13.6","14.2","-13.7"
"USC00194580","MAYNARD, MA US","08-27","-4.5","-13.3","20.6","-14.3","27.3","-13.6","14.0","-13.7"
"USC00194580","MAYNARD, MA US","08-28","-4.4","-13.3","20.5","-14.3","27.2","-13.6","13.8","-13.6"
"USC00194580","MAYNARD, MA US","08-29","-4.4","-13.3","20.3","-14.2","27.0","-13.6","13.7","-13.6"
"USC00194580","MAYNARD, MA US","08-30","-4.4","-13.3","20.2","-14.2","26.9","-13.6","13.5","-13.6"
"USC00194580","MAYNARD, MA US","08-31","-4.4","-13.2","20.1","-14.2","26.8","-13.6","13.3","-13.5"
"USC00194580","MAYNARD, MA US","09-01","-4.3","-13.2","19.9","-14.2","26.6","-13.6","13.2","-13.5"
"USC00194580","MAYNARD, MA US","09-02","-4.3","-13.2","19.7","-14.2","26.4","-13.6","13.0","-13.4"
"USC00194580","MAYNARD, MA US","09-03","-4.3","-13.2","19.6","-14.2","26.3","-13.6","12.8","-13.4"
"USC00194580","MAYNARD, MA US","09-04","-4.2","-13.2","19.4","-14.2","26.2","-13.6","12.6","-13.4"
"USC00194580","MAYNARD, MA US","09-05","-4.2","-13.2","19.2","-14.2","26.0","-13.6","12.4","-13.4"
"USC00194580","MAYNARD, MA US","09-06","-4.2","-13.1","19.0","-14.1","25.8","-13.6","12.2","-13.3"
"USC00194580","MAYNARD, MA US","09-07","-4.1","-13.1","18.8","-14.1","25.7","-13.6","12.0","-13.3"
"USC00194580","MAYNARD, MA US","09-08","-4.1","-13.1","18.7","-14.1","25.5","-13.6","11.8","-13.3"
"USC00194580","MAYNARD, MA US","09-09","-4.1","-13.1","18.4","-14.1","25.3","-13.5","11.6","-13.3"
"USC00194580","MAYNARD, MA US","09-10","-4.1","-13.1","18.2","-14.1","25.1","-13.5","11.4","-13.2"
"USC00194580","MAYNARD, MA US","09-11","-4.0","-13.0","18.1","-14.1","24.9","-13.5","11.2","-13.2"
"USC00194580","MAYNARD, MA US","09-12","-4.0","-13.0","17.8","-14.1","24.7","-13.5","10.9","-13.2"
"USC00194580","MAYNARD, MA US","09-13","-3.9","-13.0","17.6","-14.0","24.5","-13.5","10.7","-13.2"
"USC00194580","MAYNARD, MA US","09-14","-3.9","-13.0","17.4","-14.0","24.3","-13.5","10.4","-13.1"
"USC00194580","MAYNARD, MA US","09-15","-3.9","-13.0","17.2","-14.0","24.1","-13.4","10.2","-13.1"
"USC00194580","MAYNARD, MA US","09-16","-3.8","-13.0","16.9","-13.9","23.9","-13.4","9.9","-13.1"
"USC00194580","MAYNARD, MA US","09-17","-3.8","-13.0","16.7","-13.9","23.7","-13.4","9.7","-13.1"
"USC00194580","MAYNARD, MA US","09-18","-3.8","-12.9","16.5","-13.9","23.4","-13.4","9.5","-13.1"
"USC00194580","MAYNARD, MA US","09-19","-3.8","-12.9","16.2","-13.9","23.2","-13.4","9.2","-13.0"
"USC00194580","MAYNARD, MA US","09-20","-3.7","-12.9","16.0","-13.9","23.0","-13.4","9.0","-13.0"
"USC00194580","MAYNARD, MA US","09-21","-3.7","-12.9","15.8","-13.9","22.8","-13.4","8.7","-13.0"
"USC00194580","MAYNARD, MA US","09-22","-3.7","-12.9","15.6","-13.8","22.6","-13.4","8.5","-12.9"
"USC00194580","MAYNARD, MA US","09-23","-3.7","-12.9","15.3","-13.8","22.3","-13.3","8.2","-12.9"
"USC00194580","MAYNARD, MA US","09-24","-3.7","-12.9","15.1","-13.8","22.1","-13.3","8.0","-12.9"
"USC00194580","MAYNARD, MA US","09-25","-3.6","-12.9","14.8","-13.8","21.9","-13.3","7.7","-12.9"
"USC00194580","MAYNARD, MA US","09-26","-3.6","-12.8","14.6","-13.8","21.7","-13.3","7.5","-12.9"
"USC00194580","MAYNARD, MA US","09-27","-3.6","-12.8","14.3","-13.8","21.4","-13.3","7.2","-12.8"
"USC00194580","MAYNARD, MA US","09-28","-3.6","-12.8","14.1","-13.8","21.2","-13.3","7.0","-12.8"
"USC00194580","MAYNARD, MA US","09-29","-3.6","-12.8","13.9","-13.8","21.0","-13.3","6.7","-12.8"
